id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43935508,Hotel in Khet Pom Prap Sattru Phai ?? 1 bedroom ?? 1 bed ?? 1 shared bath,351455825,Jeeb,,Pom Prap Sattru Phai,13.74241,100.51239,Private room,1469,1,0,,,6,306,0,
44256980,Hotel in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,215328104,Nutcha,,Vadhana,13.73655,100.5695,Private room,10000,1,0,,,21,0,0,
44579054,Boutique hotel in Khet Pathum Wan ?? Studio ?? 3 beds ?? 1 private bath,356123100,Room-Pini,,Parthum Wan,13.73538,100.53833,Private room,1790,1,0,,,9,148,0,
44257001,Hotel in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,215328104,Nutcha,,Vadhana,13.7363,100.56797,Private room,10000,1,0,,,21,0,0,
44579287,Boutique hotel in Khet Pathum Wan ?? Studio ?? 2 beds ?? 1 private bath,356123100,Room-Pini,,Parthum Wan,13.73399,100.54025,Private room,2300,1,1,7/9/2020,0.03,9,133,0,
43948016,Condo in Khet Bang Kapi ?? 1 bedroom ?? 1 bed ?? 1 private bath,152649894,Jane,,Bang Kapi,13.76077,100.64775,Private room,350,10,0,,,1,90,0,
44257020,Hotel in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,215328104,Nutcha,,Vadhana,13.73473,100.56791,Private room,10000,1,0,,,21,0,0,
43948930,Condo in Khet Bangkok Yai ?? 1 bedroom ?? 1 bed ?? 1 bath,8613539,June & Pop,,Bangkok Yai,13.73166,100.47292,Entire home/apt,850,30,1,17/9/2020,0.03,10,0,0,
44271829,Rental unit in Khet Khlong Toei ?? Studio ?? 1 private bath,9797599,Littlehome,,Khlong Toei,13.72649,100.56368,Private room,1800,2,0,,,10,365,0,
44295182,Townhouse in Khet Phra Nakhon ?? ?òÖ4.63 ?? 1 bedroom ?? 2 beds ?? 1 private bath,295623014,Sira,,Phra Nakhon,13.76395,100.49733,Private room,593,2,8,22/5/2023,0.79,3,144,8,
43949183,Rental unit in Khet Phaya Thai ?? ?òÖ4.81 ?? 1 bedroom ?? 1 bed ?? 1.5 baths,333675133,Blu,,Phaya Thai,13.79178,100.54806,Entire home/apt,911,1,27,24/3/2023,1.46,4,55,16,
44579512,Boutique hotel in Khet Pathum Wan ?? Studio ?? 2 beds ?? 1 private bath,356123100,Room-Pini,,Parthum Wan,13.73344,100.53917,Private room,1440,1,1,25/11/2022,0.14,9,121,1,
44603334,Townhouse in Khet Khlong San ?? 2 bedrooms ?? 2 beds ?? 1 private bath,38321692,Tareerat,,Khlong San,13.72197,100.50692,Private room,1990,1,0,,,4,358,0,
44295311,Condo in Khet Bang Rak ?? 1 bedroom ?? 1 bed ?? 1 private bath,357158918,Silom,,Sathon,13.72224,100.53426,Private room,1566,30,0,,,1,0,0,
44607215,Hostel in ??Ä??Ç??ï????????î??Å????????ö?????á ?? 1 bedroom ?? 1 bed ?? 1 private bath,353596519,Supawan,,Lat Krabang,13.72278,100.71604,Private room,1197,1,0,,,1,181,0,
44633924,Home in Khet Bang Kapi ?? 1 bedroom ?? 2 beds ?? 1 shared bath,361261368,Ronnie,,Saphan Sung,13.75648,100.67017,Shared room,313,1,0,,,1,0,0,
44649518,Condo in Khet Pathum Wan ?? 2 bedrooms ?? 3 beds ?? 2 baths,113763042,Fah,,Parthum Wan,13.73621,100.55118,Entire home/apt,5000,3,0,,,1,365,0,
43961014,Rental unit in Bang Chak ?? 1 bedroom ?? 1 bed ?? 1 bath,31884871,David,,Phra Khanong,13.69405,100.6028,Entire home/apt,880,28,1,14/1/2022,0.06,1,0,0,
44295927,Condo in Khet Bang Rak ?? 1 bedroom ?? 1 bed ?? 1 shared bath,357165924,Chatchapon,,Bang Rak,13.72235,100.52711,Private room,1200,30,0,,,2,0,0,
43961517,Condo in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1.5 baths,352093822,Puwadon,,Khlong Toei,13.70479,100.59581,Entire home/apt,1500,28,0,,,1,180,0,
43962817,Condo in Khet Watthana ?? ?òÖ4.93 ?? 1 bedroom ?? 1 bed ?? 1.5 baths,64995250,Bee,,Khlong Toei,13.73361,100.55648,Entire home/apt,1590,7,15,27/5/2023,0.95,8,285,12,
44296020,Condo in Khet Bang Na ?? Studio ?? 1 bath,355734840,Sirapat,,Khlong Toei,13.717,100.5863,Entire home/apt,1761,30,0,,,1,0,0,
43965346,Condo in Khet Khlong Toei ?? ?òÖ4.75 ?? 1 bedroom ?? 1 bed ?? 1 bath,33697792,Lucksamon,,Khlong Toei,13.7336,100.55744,Entire home/apt,750,30,8,2/5/2023,0.39,3,210,5,
43970585,Condo in Khet Watthana ?? ?òÖ4.69 ?? 2 bedrooms ?? 3 beds ?? 2 baths,30386490,N'Dee,,Khlong Toei,13.73805,100.55898,Entire home/apt,4379,1,90,23/6/2023,2.5,36,141,55,
44659258,Condo in Khet Bueng Kum ?? 1 bedroom ?? 2 beds ?? 1 bath,54983757,Bia,,Bueng Kum,13.79507,100.65322,Entire home/apt,800,2,2,11/5/2022,0.13,1,335,0,
44299828,Rental unit in Khet Huai Khwang ?? 2 bedrooms ?? 2 beds ?? 2 baths,113339400,??é??Ñ,,Huai Khwang,13.78062,100.57756,Entire home/apt,1731,2,1,9/3/2023,0.27,1,361,1,
44668880,Rental unit in ??û??ç?????Ñ??ó ?? ?òÖ4.82 ?? Studio ?? 1 bed ?? 1 bath,52130340,Pim,,Phaya Thai,13.77659,100.54379,Entire home/apt,1050,1,44,5/6/2023,2.44,10,141,38,
44669742,Rental unit in ??û??ç?????Ñ??ó ?? ?òÖ4.92 ?? Studio ?? 1 bed ?? 1 bath,52130340,Pim,,Phaya Thai,13.77599,100.54515,Entire home/apt,1050,1,13,21/4/2023,0.51,10,108,5,
43971411,Bed and breakfast in Khet Lak Si ?? 2 bedrooms ?? 5 beds ?? 2.5 baths,52650550,Anusit,,Lak Si,13.86504,100.57874,Private room,650,2,1,1/8/2020,0.03,1,361,0,
44323709,Serviced apartment in Bangkok ?? 1 bedroom ?? 1 private bath,86432372,Noppawan From Citadines Eleven,,Vadhana,13.72084522,100.5858765,Private room,3640,1,0,,,3,364,0,
43972666,Condo in Khet Khlong Toei ?? Studio ?? 1 bed ?? 1 bath,98370456,Khun Kung,,Khlong Toei,13.72404,100.57825,Entire home/apt,5000,180,0,,,1,358,0,
44690320,Hotel in Khet Ratchathewi ?? 1 bedroom ?? 1 bed ?? 1 private bath,361895166,Nuttapong,,Ratchathewi,13.75404,100.5376,Private room,100000,1,0,,,1,365,0,
44323779,Serviced apartment in Bangkok ?? 2 bedrooms ?? 2 beds ?? 1 private bath,86432372,Noppawan From Citadines Eleven,,Vadhana,13.72084522,100.5858765,Private room,5767,1,0,,,3,176,0,
43987150,Rental unit in Khet Khlong Toei ?? ?òÖ4.67 ?? Studio ?? 1 bed ?? 1.5 baths,347302995,Sophia,,Khlong Toei,13.72592,100.56512,Entire home/apt,1242,1,33,11/5/2023,0.98,37,360,19,
44326215,Condo in Khet Bang Rak ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bath,12418704,Ping,,Bang Rak,13.72699,100.51389,Entire home/apt,3200,7,4,28/7/2022,0.2,3,107,1,
44004295,Condo in Khet Sathon ?? Studio ?? 1 bed ?? 1 bath,62379273,Nadheem,,Sathon,13.71643,100.53417,Entire home/apt,1979,14,1,22/8/2020,0.03,1,321,0,
44327659,Rental unit in Khet Khlong San ?? 1 bedroom ?? 2 beds ?? 1.5 baths,187810737,Lucy,,Thon buri,13.72111,100.49285,Entire home/apt,350,270,0,,,1,145,0,
44006623,Serviced apartment in Khet Yan Nawa ?? 1 bedroom ?? 2 beds ?? 1.5 baths,352643604,?????Å?âã?ú??î??à?8032,,Yan na wa,13.70098,100.54792,Entire home/apt,450,365,0,,,1,364,0,
44011341,Condo in Khet Bang Rak ?? 1 bedroom ?? 1 bed ?? 1 bath,50445940,R,,Bang Rak,13.72466,100.53259,Private room,1200,14,0,,,13,5,0,
44718574,Condo in Khet Bang Na ?? 1 bedroom ?? 1 bath,195379641,Alex,,Bang Na,13.68172,100.60924,Entire home/apt,10500,30,0,,,1,0,0,
44720364,Hotel in Khwaeng Nong Bon ?? 1 bedroom ?? 2 beds ?? 1 private bath,361506935,Suphakorn,,Pra Wet,13.67631,100.64749,Private room,1300,1,0,,,1,365,0,
44328042,Rental unit in Khet Watthana ?? ?òÖ4.78 ?? 1 bedroom ?? 1 bed ?? 1 bath,42894383,Kuri,,Vadhana,13.74057,100.58892,Entire home/apt,958,28,9,10/5/2023,0.29,6,230,5,
44731601,Boutique hotel in Khet Bang Khen ?? 1 bedroom ?? 1 bed ?? 1 private bath,317954704,Akrawong,,Bang Khen,13.87408,100.61442,Private room,1000,1,1,17/4/2021,0.04,3,365,0,
44064687,Condo in Khet Watthana ?? ?òÖ4.37 ?? 1 bedroom ?? 1 bed ?? 1 bath,9257666,Cassandra,,Vadhana,13.74453,100.55703,Entire home/apt,1500,2,27,13/6/2023,1.08,2,264,18,
44330249,Condo in Khet Watthana ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,267746594,Windy,,Khlong Toei,13.70673,100.60038,Entire home/apt,1389,30,13,20/4/2023,0.48,40,90,5,
44777082,Tiny home in Khet Suan Luang ?? ?òÖ4.88 ?? 1 bedroom ?? 2 beds ?? 1 private bath,319850762,Teerapon,,Suanluang,13.74542,100.6455,Private room,850,1,8,7/9/2022,0.23,5,297,3,
44344084,Condo in Khet Bang Na ?? 1 bedroom ?? 1 bed ?? 1 private bath,60617317,Rapinnipa,,Bang Na,13.66363,100.63778,Private room,1600,2,0,,,2,78,0,
44799826,Condo in Bangkok ?? 1 bedroom ?? 1 bed ?? 1 bath,290440466,Somchok,,Vadhana,13.70658,100.60156,Entire home/apt,1200,30,0,,,1,80,0,
44077520,Condo in Bangkok ?? ?òÖNew ?? 2 bedrooms ?? 1 bed ?? 2 baths,19331320,Gem,,Phaya Thai,13.78347848,100.5368842,Private room,4000,28,0,,,1,365,0,
44099495,Condo in Krung Thep Maha Nakhon ?? ?òÖ4.17 ?? 1 bedroom ?? 2 beds ?? 1 bath,289953179,Shumin,,Huai Khwang,13.75068,100.59837,Entire home/apt,980,7,6,2/5/2023,0.33,2,337,5,
44367453,Townhouse in Khet Khlong Sam Wa ?? 1 bedroom ?? 1 bed ?? 2 shared baths,357945332,??????????????ô??ò???,,Khlong Sam Wa,13.86015,100.68372,Private room,777,1,0,,,1,0,0,
44107043,Hostel in Khet Phasi Charoen ?? Studio ?? 1 bed ?? 1 private bath,354187507,Pitiporn,,Phasi Charoen,13.71213,100.45449,Private room,2466,7,0,,,1,178,0,
44107184,Hostel in Khet Bang Sue ?? ?òÖ4.73 ?? 1 bedroom ?? 1 bed ?? 1.5 shared baths,11386593,Warangkana,,Bang Sue,13.8059,100.52191,Private room,880,1,11,21/4/2023,0.74,1,364,9,
44835851,Condo in Krung Thep Maha Nakhon ?? ?òÖ4.26 ?? 1 bedroom ?? 1 bed ?? 1 bath,79624768,Eva,,Huai Khwang,13.75548,100.57607,Entire home/apt,907,2,19,31/3/2023,0.55,41,83,3,
44924542,Rental unit in Lat Phrao ?? 1 bedroom ?? 1 bed ?? 1 private bath,291212451,Prasit,,Lat Phrao,13.80166,100.59884,Private room,500,1,0,,,1,365,0,
44373340,Condo in Khet Phra Khanong ?? ?òÖ4.90 ?? Studio ?? 1 bath,5423856,Suraphong,,Phra Khanong,13.70366,100.60296,Entire home/apt,750,14,10,29/3/2023,0.28,2,186,6,
44994157,Loft in Khet Sathon ?? 1 bedroom ?? 1 bed ?? 1 bath,8613539,June & Pop,,Sathon,13.71731,100.53432,Entire home/apt,1200,30,0,,,10,0,0,
44383499,Rental unit in Khet Watthana ?? ?òÖ5.0 ?? 1 bedroom ?? 4 beds ?? 1 bath,356454166,Jakarin,,Vadhana,13.72802,100.5753,Entire home/apt,4234,1,3,16/1/2023,0.11,5,272,1,
44107815,Condo in Khet Pathum Wan ?? 1 bedroom ?? 1 bed ?? 1 bath,138870859,David,,Ratchathewi,13.7497,100.54973,Entire home/apt,1100,84,0,,,27,365,0,
44107818,Condo in Khet Ratchathewi ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,138870859,David,,Parthum Wan,13.74815,100.54272,Entire home/apt,1300,28,7,10/5/2023,0.23,27,337,5,
44383593,Rental unit in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,356454166,Jakarin,,Vadhana,13.72802,100.5753,Entire home/apt,4930,1,1,21/7/2021,0.04,5,298,0,
45303944,Condo in Khet Khan Na Yao ?? 2 bedrooms ?? 1 bed ?? 2 baths,155374660,Avdullatif,,Khan Na Yao,13.82419,100.6734,Private room,2500,7,0,,,1,0,0,
45003328,Condo in ??Ä??Ç??ï????????í??ô??? ?? ?òÖ4.43 ?? 2 bedrooms ?? 2 beds ?? 2.5 baths,276418453,G Living,,Vadhana,13.74172,100.58464,Entire home/apt,3000,1,7,12/1/2023,0.2,33,86,3,
45003380,Rental unit in Bangkok ?? ?òÖ4.0 ?? Studio ?? 2 beds ?? 1 bath,8354297,Weeraya,,Vadhana,13.73016,100.57124,Entire home/apt,2421,1,13,26/10/2022,0.38,10,184,2,
44383655,Rental unit in Khet Watthana ?? ?òÖ4.64 ?? 1 bedroom ?? 1 bed ?? 1 bath,356454166,Jakarin,,Vadhana,13.72799,100.57529,Entire home/apt,4234,1,11,29/4/2023,0.36,5,310,5,
44383719,Rental unit in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,356454166,Jakarin,,Vadhana,13.72802,100.5753,Entire home/apt,2287,1,0,,,5,313,0,
44396923,Condo in Khet Khlong San ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bath,347964777,Shaqeel,,Khlong San,13.719,100.49358,Entire home/apt,6187,1,7,13/8/2020,0.2,1,365,0,
45004519,Condo in Khet Watthana ?? ?òÖ4.60 ?? 1 bedroom ?? 1 bed ?? 1 bath,18795554,Giff,,Vadhana,13.71439,100.60365,Entire home/apt,1500,30,5,19/8/2022,0.24,3,89,2,
45306970,Condo in Bang Na ?? 1 bedroom ?? 1 bath,366194510,JenJen,,Bang Na,13.66012,100.63201,Entire home/apt,429,2,0,,,1,0,0,
44422416,Home in Khet Prawet ?? 3 bedrooms ?? 3 beds ?? 2 baths,261926064,William,,Pra Wet,13.71578,100.66467,Entire home/apt,1400,30,0,,,3,0,0,
45307844,Condo in Khet Phra Khanong ?? 1 bedroom ?? 1 bed ?? 1 bath,51474601,Kittiya,,Phra Khanong,13.70317,100.60078,Entire home/apt,1635,1,0,,,3,0,0,
45004650,Hotel in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 private bath,363232735,THA City Loft,,Vadhana,13.72629547,100.5871506,Private room,1438,1,0,,,2,364,0,
44425596,Condo in Khet Khlong San ?? 1 bedroom ?? 1 bath,358737886,Irene,,Khlong San,13.7209,100.49392,Entire home/apt,9000,1,1,31/7/2020,0.03,1,365,0,
45005723,Serviced apartment in Khet Bang Phlat ?? 1 bedroom ?? 2 beds ?? 1.5 baths,151070083,Smile,,Bang Phlat,13.80041,100.5072,Entire home/apt,569,30,1,22/12/2022,0.16,5,298,1,
45058851,Townhouse in Chom Thong ?? 3 bedrooms ?? 6 baths,287988340,Best Center,,Chom Thong,13.67139,100.47445,Entire home/apt,2400,365,0,,,4,365,0,
45319366,Condo in Khet Watthana ?? ?òÖ4.53 ?? 1 bedroom ?? 1 bed ?? 1 bath,314945555,Nana,,Khlong Toei,13.73246,100.56618,Entire home/apt,2085,1,17,12/2/2023,0.52,69,365,16,
45319647,Condo in Khet Watthana ?? ?òÖ4.92 ?? 1 bedroom ?? 1 bed ?? 1 bath,52161947,Noons,,Vadhana,13.74069,100.56655,Entire home/apt,2085,1,13,18/6/2023,1.2,124,362,13,
45319877,Condo in Khet Khlong Toei ?? ?òÖ4.61 ?? 1 bedroom ?? 1 bed ?? 1 bath,52161947,Noons,,Khlong Toei,13.73542,100.55917,Entire home/apt,1480,1,18,11/1/2023,0.53,124,363,5,
44452912,Condo in Khet Watthana ?? 2 bedrooms ?? 2 beds ?? 2 baths,268516140,Lai,,Vadhana,13.74549,100.55537,Entire home/apt,30000,1,0,,,1,365,0,
45319955,Condo in Krung Thep Maha Nakhon ?? ?òÖ4.78 ?? 1 bedroom ?? 1 bed ?? 1 bath,21970931,Nui,,Bang Sue,13.82887,100.52671,Entire home/apt,900,28,27,21/4/2023,0.87,22,133,8,
44457326,Condo in Khet Khlong Toei ?? 1 bedroom ?? 2 beds ?? 1 bath,234323779,Patty,,Khlong Toei,13.71698,100.58544,Entire home/apt,1200,3,0,,,6,86,0,
45320120,Serviced apartment in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 bath,235117744,??Ü,,Huai Khwang,13.74982,100.58609,Entire home/apt,1800,1,0,,,3,137,0,
44458300,Condo in Khet Khlong San ?? ?òÖ5.0 ?? 2 bedrooms ?? 2 beds ?? 1 shared bath,359195916,??Ä??Ç?????à?????????,,Thon buri,13.71879,100.49297,Private room,6118,1,4,13/8/2020,0.11,1,180,0,
45320319,Condo in Khet Khlong Toei ?? ?òÖ4.65 ?? 1 bedroom ?? 1 bed ?? 1.5 baths,201677068,Curry,,Khlong Toei,13.73703,100.55703,Entire home/apt,1480,1,37,31/5/2023,1.14,254,363,8,
45320435,Serviced apartment in Khet Huai Khwang ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,235117744,??Ü,,Huai Khwang,13.75558,100.58109,Entire home/apt,1800,1,5,30/4/2023,0.18,3,47,4,
45062080,Condo in Khet Huai Khwang ?? ?òÖ4.67 ?? 1 bedroom ?? 1 bed ?? 1 bath,363610774,Zee,,Huai Khwang,13.7515,100.56423,Entire home/apt,1499,30,12,3/5/2023,0.49,1,167,6,
44458559,Rental unit in Khet Khlong Toei ?? ?òÖ4.94 ?? 1 bedroom ?? 2 beds ?? 1 private bath,234323779,Patty,,Khlong Toei,13.71487,100.58891,Private room,1000,3,17,11/6/2023,2.37,6,166,17,
45062866,Condo in Khet Chatuchak ?? 1 bedroom ?? 1 bed ?? 1.5 baths,62171292,Suvit,,Chatu Chak,13.8055,100.55552,Entire home/apt,3500,30,0,,,2,0,0,
45320497,Condo in Khet Khlong Toei ?? ?òÖ4.71 ?? 1 bedroom ?? 1 bed ?? 1.5 baths,341188013,Kara,,Khlong Toei,13.73514,100.55855,Entire home/apt,1480,1,70,17/6/2023,2.23,68,361,32,
44465994,Rental unit in Khet Ratchathewi ?? ?òÖ4.0 ?? 1 bedroom ?? 1 bed ?? 1.5 baths,131270916,Magic,,Ratchathewi,13.75169,100.55699,Entire home/apt,1280,29,4,2/1/2023,0.15,35,346,2,
45320696,Condo in Khet Khlong Toei ?? ?òÖ4.74 ?? 1 bedroom ?? 1 bed ?? 1.5 baths,314945555,Nana,,Khlong Toei,13.73525,100.55705,Entire home/apt,1480,1,38,15/6/2023,1.13,69,363,15,
45065476,Tiny home in Khet Suan Luang ?? 1 bedroom ?? 2 beds ?? 1 private bath,319850762,Teerapon,,Suanluang,13.74569,100.64542,Private room,850,1,1,13/9/2020,0.03,5,297,0,
45070068,Rental unit in Khet Bang Sue ?? ?òÖ4.95 ?? 1 bedroom ?? 2 beds ?? 1 bath,32455266,Amy,,Bang Sue,13.81835,100.53273,Entire home/apt,881,7,21,7/6/2023,0.63,10,263,8,
44482677,Villa in Nong Chok ?? 4 bedrooms ?? 6 beds ?? 3.5 baths,45777299,Amarin,,Nong Chok,13.8344,100.83401,Entire home/apt,8500,1,1,20/12/2020,0.03,1,0,0,
45070110,Townhouse in Khet Lak Si ?? 1 bedroom ?? 1 bed ?? 1 private bath,165814945,Dutsada,,Lak Si,13.89347,100.56392,Private room,720,1,0,,,5,365,0,
45321152,Rental unit in ??Ä??Ç??ï ????????ó??? ?? ?òÖ4.63 ?? 1 bedroom ?? 2 beds ?? 1 bath,52161947,Noons,,Sathon,13.71184,100.51879,Entire home/apt,776,1,48,19/6/2023,1.42,124,365,38,
44483879,Condo in Khet Bang Kapi ?? 1 bedroom ?? 1 bed ?? 1 bath,162399413,Benjamin,,Bang Kapi,13.75344,100.62776,Entire home/apt,500,30,0,,,1,0,0,
45322008,Rental unit in ??Ä??Ç??ï ????????ó??? ?? ?òÖ4.52 ?? 1 bedroom ?? 2 beds ?? 1 bath,201677068,Curry,,Sathon,13.71073,100.52104,Entire home/apt,776,1,23,6/6/2023,0.68,254,365,11,
45070183,Tiny home in Khet Suan Luang ?? 1 bedroom ?? 2 beds ?? 1 private bath,319850762,Teerapon,,Suanluang,13.74389,100.64501,Private room,850,1,2,14/9/2020,0.06,5,297,0,
44494317,Condo in Khet Suan Luang ?? 1 bedroom ?? 1 shared bath,89795944,Supanee,,Suanluang,13.73716,100.64352,Private room,990,2,0,,,1,0,0,
45076132,Condo in Khet Huai Khwang ?? 2 bedrooms ?? 2 beds ?? 1 bath,34028501,Mami,,Vadhana,13.74264,100.58788,Entire home/apt,1761,90,0,,,1,364,0,
45325453,Hotel in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 shared bath,284175310,Petai,,Khlong Toei,13.74029,100.55312,Private room,4000,1,1,13/9/2020,0.03,8,90,0,
45325869,Condo in Khet Bang Khen ?? 2 bedrooms ?? 2 beds ?? 2 baths,86083884,Natty,,Bang Khen,13.85822,100.63641,Private room,2000,1,0,,,1,365,0,
44508607,Condo in Khet Bang Khen ?? 1 bedroom ?? 1 bed ?? 1 private bath,359918541,Rattanaporn,,Bang Khen,13.88408,100.59874,Private room,700,2,0,,,1,91,0,
45326066,Hotel in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 private bath,284175310,Petai,,Khlong Toei,13.73911,100.55353,Private room,4000,1,0,,,8,90,0,
45080590,Tiny home in Khet Suan Luang ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 private bath,319850762,Teerapon,,Suanluang,13.74372,100.64651,Private room,850,1,9,30/11/2022,0.26,5,297,4,
44525856,Hostel in Khet Pom Prap Sattru Phai ?? ?òÖ4.67 ?? 2 bedrooms ?? 3 beds ?? 1 shared bath,360140567,Issaree,,Pom Prap Sattru Phai,13.74178,100.51343,Private room,1000,4,18,10/6/2023,0.98,5,332,15,
45085650,Condo in Khet Watthana ?? ?òÖ4.75 ?? 1 bedroom ?? 1 bed ?? 1 bath,363936849,Shiva,,Vadhana,13.74393,100.55309,Entire home/apt,1857,1,4,20/1/2023,0.46,2,365,4,
45098840,Condo in Wattana ?? ?òÖ4.83 ?? 1 bedroom ?? 2 beds ?? 1 bath,153793,Pemika,,Vadhana,13.74367142,100.5523605,Entire home/apt,1206,2,76,7/6/2023,2.52,16,90,54,
45110968,Condo in Khet Khlong Toei ?? ?òÖ4.74 ?? 1 bedroom ?? 3 beds ?? 1.5 baths,164627457,M,,Khlong Toei,13.73933,100.55203,Entire home/apt,1521,1,34,22/5/2023,1.11,10,283,14,
45326161,Hotel in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 private bath,284175310,Petai,,Khlong Toei,13.73718,100.55352,Private room,4000,1,0,,,8,90,0,
45326254,Hotel in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 private bath,284175310,Petai,,Khlong Toei,13.73738,100.55356,Private room,4000,1,0,,,8,90,0,
44541487,Rental unit in Thanon Charoen Rat ?? 1 bedroom ?? 2 beds ?? 1 bath,341188013,Kara,,Sathon,13.71227,100.51897,Entire home/apt,776,1,2,21/6/2023,0.06,68,364,1,
45326417,Hotel in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 private bath,284175310,Petai,,Khlong Toei,13.7372,100.55407,Private room,4000,1,0,,,8,90,0,
44541499,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 bath,341188013,Kara,,Huai Khwang,13.7715,100.57892,Entire home/apt,515,28,0,,,68,333,0,
44542293,Rental unit in Khet Phaya Thai ?? 1 bedroom ?? 1 bed ?? 1 private bath,360394557,Kanjanee,,Phaya Thai,13.78478,100.55019,Private room,4300,1,0,,,1,0,0,
45326576,Hotel in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 private bath,284175310,Petai,,Khlong Toei,13.73772,100.55196,Private room,4000,1,0,,,8,90,0,
44544268,Hotel in Khet Phra Nakhon ?? ?òÖ4.90 ?? 1 bedroom ?? 2 beds ?? 1 private bath,20146259,Nattapon,,Phra Nakhon,13.76192,100.49622,Private room,1600,2,30,25/6/2023,2.14,4,144,29,
45121705,Townhouse in Khet Bang Khen ?? ?òÖ4.73 ?? 3 bedrooms ?? 3 beds ?? 2 baths,85797351,Natthaya,,Bang Khen,13.87596,100.62426,Entire home/apt,4374,5,15,26/2/2023,0.49,1,141,12,
44544836,Guesthouse in Khet Phra Nakhon ?? ?òÖ4.79 ?? 1 bedroom ?? 1 bed ?? 1 bath,20146259,Nattapon,,Phra Nakhon,13.75968,100.49798,Entire home/apt,1000,2,57,12/6/2023,1.63,4,165,43,
45128563,Boutique hotel in Khet Chatuchak ?? 1 bedroom ?? 1 bed ?? 1 private bath,317954704,Akrawong,,Chatu Chak,13.81267,100.57239,Private room,315,1,0,,,3,365,0,
45327088,Hotel in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 private bath,284175310,Petai,,Khlong Toei,13.73921,100.55257,Private room,4000,1,0,,,8,90,0,
45692725,Rental unit in Khlong Toei ?? Studio ?? 1 bed ?? 1 private bath,211448302,Titaporn,,Phra Khanong,13.70091,100.5936,Private room,990,1,0,,,1,179,0,
45327206,Hotel in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 private bath,284175310,Petai,,Khlong Toei,13.73718,100.55229,Private room,4000,1,0,,,8,0,0,
45130578,Rental unit in Khet Watthana ?? ?òÖ4.42 ?? 1 bedroom ?? 1 bed ?? 1 bath,52161947,Noons,,Vadhana,13.74186,100.56593,Entire home/apt,2085,1,19,5/4/2023,0.56,124,365,16,
45144776,Condo in Khet Wang Thonglang ?? 2 bedrooms ?? 2 beds ?? 1 private bath,364474421,Thirawat,,Wang Thong Lang,13.76715,100.61529,Private room,2000,1,0,,,2,365,0,
45695816,Rental unit in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1.5 baths,97397240,Lily,,Khlong Toei,13.70361386,100.5919796,Entire home/apt,900,28,0,,,9,365,0,
45146411,Boutique hotel in Huaikang ?? 1 bedroom ?? 1 bed ?? 1 shared bath,317954704,Akrawong,,Huai Khwang,13.78107,100.57628,Private room,350,1,0,,,3,365,0,
45337959,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 bath,249860560,Deng,,Suanluang,13.74517,100.60719,Entire home/apt,1365,1,0,,,1,89,0,
45697628,Rental unit in Khet Khlong Toei ?? ?òÖ4.33 ?? 1 bedroom ?? 1 bed ?? 1.5 baths,97397240,Lily,,Khlong Toei,13.70389,100.59352,Entire home/apt,900,28,3,30/8/2022,0.12,9,365,1,
45714507,Serviced apartment in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,5658575,Air Global Agency,,Vadhana,13.73182,100.58087,Entire home/apt,1500,30,0,,,4,347,0,
45352265,Condo in Khet Chom Thong ?? 1 bedroom ?? 1 bed ?? 1 bath,326959412,Punya,,Chom Thong,13.70093,100.47604,Entire home/apt,777,3,0,,,1,0,0,
